itemId,title,category,description,option1,option2,option3
054549284X,Klutz Star Wars Thumb Doodles Book Kit,Toys_andamp;_Games,"['Make thumbprint versions of your favorite Star Wars characters. Simple step-by-steps include Leia and Luke, Han Solo and battle droids, Ewoks and Wookiees, Jedi and Jabba the Hutt. With ink art and a few quick lines, you can recreate favorite moments from the movies or from scenes never seen before...even in a galaxy far, far away.', 'Make thumbprint versions of your favorite Star Wars characters. Simple step-by-steps include Leia and Luke, Han Solo and battle droids, Ewoks and Wookiees, Jedi and Jabba the Hutt. With ink art and a few quick lines, you can recreate favorite moments from the movies or from scenes never seen before...even in a galaxy far, far away.']","['Design your favorite Star Wars characters using just your thumbprint', 'Comes with 4 ink pads (blue, black, green, brown), 1 black marker pen, 1 dual-tipped pencil (red, blue)', 'Includes a 40 page instructional book with Klutz certified crystal-clear instructions', ""Parents' Choice Award"", 'Recommended for children ages 6+']",Klutz,6282
0545703301,Klutz LEGO Chain Reactions Craft Kit,Toys_andamp;_Games,"['', '', ""Fascinate your friends by completing an ordinary task in an extraordinary way. Learn to build 10 LEGO machines that can swing, pivot, roll, lift, and drop. Then connect, rearrange, and experiment with the machines to create a chain reaction. With this book in hand and a handful of basic bricks from your LEGO collection, the only other thing you'll need is a little imagination. Includes 80-page book of instructions, 33 LEGO pieces, instructions for 10 machines, 6 plastic balls, string, paper ramps, and other components.""]","['NAPPA Silver Award Winner', 'Design and build 10 amazing moving machines - teach your bricks new tricks', 'Comes with 80 page instructions, 33 LEGO pieces, instructions for 10 modules, 6 plastic balls, string, paper ramps and other components', 'Includes a 80 page instructional book with Klutz certified crystal-clear instructions', 'Includes more than 30 essential Lego elements', 'Recommended for children ages 8+', '<span class=""a-size-base a-color-secondary"">\n                Super-clear Instructions\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Open-ended Creativity\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Rewarding Reading\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Skills to Build On\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Everything You Need\n            </span>']",Klutz,12
0545858461,Klutz Make Glitter Clay Charms Craft Kit,Toys_andamp;_Games,"['Design your own bracelet with itty-bitty sparkly charms! Sculpt miniature food, tiny aliens and robots, pocket-sized unicorns, and dozens of other cuties that you can customize with glitter for extra personality.', 'Design your own bracelet with itty-bitty sparkly charms! Sculpt miniature food, tiny aliens and robots, pocket-sized unicorns, and dozens of other cuties that you can customize with glitter for extra personality.']","['Make more than 35 sparkly charms to wear', 'Comes with 48-page book, 6 colors of clay, 2 colors of glitter, charm bracelet, glaze with brush applicator, clay shaping tool, drying rack', 'Includes a 48 page instructional book with Klutz certified crystal-clear instructions', 'Sculpt itty-bitty robot buddies, mini unicorns and more', 'Recommended for children ages 8+', '<span class=""a-size-base a-color-secondary"">\n                Super-clear instructions\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Open-ended Creativity\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Rewarding Reading\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Skills to Build On\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Everything You Need\n            </span>']",Klutz,2777
0881884995,Standard Wirebound Manuscript Paper (Green Cover),Books,"['(Manuscript Paper). 96-page wirebound book; 12 staves per page; 8 1/2 x 11 ; Music Notation Guide.', 'Founded in 1947, Hal Leonard LLC has become the worlds largest print music publisher, representing some of the greatest songwriters and artists of all time. We are proud to publish titles of interest to all musicians as well as music lovers, from songbooks and instructional titles to artist biographies and instrument price guides to books about the music industry and all the performing arts.']","['96-page wirebound book', '12 staves per page', 'Music Notation Guide.', '<span>\n        Use promo code GIFTBOOK18 to save $5.00 when you spend $20.00 or more on Books shipped and sold by Amazon.com.\n        Enter code GIFTBOOK18 at checkout. \n        \n        <span class=""a-declarative"" data-action=""a-modal"" data-a-modal=""{&quot;width&quot;:&quot;450&quot;,&quot;header&quot;:&quot;Promotion Details&quot;,&quot;url&quot;:&quot;/gp/promotions/details/popup/A7X5YQKNP1KYU&quot;,&quot;height&quot;:&quot;600&quot;}"">\n            <a href=""javascript:void(0)"" class=""a-popover-trigger a-declarative"">  \n            Here\'s how\n            <i class=""a-icon a-icon-popover""></i></a>\n        </span>\n        (restrictions apply)\n        \n    </span>']",Hal Leonard,1513
0912696362,Uses of the Most Popular Decorating Tips,Kitchen_andamp;_Dining,['Valuable reference and idea book for any decorator. Features the most popular decorating tip families and explains what each does. Shows the versatility of many tips by presenting varied cake designs.'],"['Soft cover; 48 pages', ""For use as a stand-alone or accompanied by Wilton's in-store Decorating Basics course"", 'Step-by-step instructions and photography for baking cakes, piping borders, and more', 'Great for birthdays, holidays, and other occasions', 'Measures approximately 8-2/5 by 11 by 1/5 inches']",Wilton,7801
1421697254,Black Cats 2013 Square 12X12 Wall Calendar (Multilingual Edition),"Books, Calendars, Animals, Cats",[],[],Cafetec,960
1421699222,Ferrets 2013 Square 12X12 Wall Calendar (Multilingual Edition),Books_andgt;_Calendars_andgt;_Foreign_Language,[],[],Cafetec,3531
1424556503,"The Passion Translation New Testament (Large Print) Black: With Psalms, Proverbs and Song of Songs",Office_Products,"['', '', '', '']",[],Broadstreet Pub Group LLC,9168
1424556511,"The Passion Translation New Testament (Large Print) Brown: With Psalms, Proverbs and Song of Songs",Office_Products,"['', '', '', '']",[],Broadstreet Pub Group LLC,1747
1424556813,"The Passion Translation New Testament (Large Print) Burgundy: With Psalms, Proverbs and Song of Songs",Office_Products,"['', '', '', '']",[],Broadstreet Pub Group LLC,8034
1424556805,"The Passion Translation New Testament (Large Print) Blue: With Psalms Proverbs, and Song of Songs",Office_Products,"['', '', '', '']",[],Broadstreet Pub Group LLC,9462
1570548307,Klutz Book of Paper Airplanes Craft Kit,Toys_andamp;_Games,"['Making paper airplanes doesn\'t feel like science. And it\'s not quite art. Near as we can figure, launching a regular old piece of paper into the sky so that it soars is pure magic. We present step-by-step instructions for folding aerobatic amazement\'s. The ten airplanes in this book are the best we\'ve ever seen. This big (10"" x 12"") book comes complete with 40 sheets of flight-tested, ready-to-fold paper, printed on both sides in a variety of 20 colorful patterns, including leopard print, wood grain, hot rod flames and lose-it-on-the-lawn grass. It\'s everything you need to rule the skies.If you already have The Klutz Book of Paper Airplanes, try to beat our time and distance records and join the Klutz Captain\'s Club!Comes With: 40 sheets of custom-designed paper Have fun']","['10 different planes with a large variety of patterned papers', 'Comes with 40 sheets of custom-designed paper', 'Includes a 56 page instructional book with Klutz certified crystal-clear instructions', ""Oppenheim Toy Portfolio Award; Parent's Choise Award"", 'Recommended for children ages 7+', '<span class=""a-size-base a-color-secondary"">\n                Super-clear instructions\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Open-ended Creativity\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Rewarding Reading\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Skills to Build On\n            </span>', '<span class=""a-size-base a-color-secondary"">\n                Everything You Need\n            </span>']",Klutz,4661
1572229446,"Statistics Laminate Reference Chart: Parameters, Variables, Intervals, Proportions (Quickstudy: Academic )",Office_Products,['These panel guides have comprehensive information cover a wide range of course outlines. Each guide is laminated for extra protection and is presented in an easy-to-use format that incorporates color-coded sections for easy reference. This package contains one 8.5X11 inch guide with one two or three panels. Comes in a variety of subjects. Each sold separately. Made in use.'],"['These panel guides have comprehensive information cover a wide range of course outlines', 'Statistics-quick study guides', 'Manufactured in United states']",QuickStudy,3352
1616770767,Primer Level - Theory Book: Piano Adventures,Books,"['(Faber Piano Adventures ). The 2nd Edition Primer Theory Book provides important reinforcement and creative application of basic theory concepts. Students will enjoy note-naming with StoryRhymes, exploring improvisation, and engage with eye-training and ear-training activities all within a fun-filled context tied thematically to the Primer Lesson Book pieces.']","['2nd Edition 48 pages Size: 12"" x 9"" Composer: Randall Faber ISBN: 1616770767', 'Piano Adventures Theory Book, Primer Level, Second Edition is divided into ten units, correlating with the Lesson Book', 'Each unit reinforces basic theory concepts through writing, sightreading, and ear-training activities', 'Piano Adventures Theory Book, Primer Level, Second Edition is divided into ten units, correlating with the Lesson Book', 'Each unit reinforces basic theory concepts through writing, sightreading, and ear-training activities']",Faber Piano Adventures,6769
1616770805,Level 1 - Performance Book: Piano Adventures,Books,"[""(Faber Piano Adventures ). The 2nd Edition Performance Book provides a collection of 24 effective pieces in a variety of styles that reinforce the concepts presented in the Level 1 Lesson Book. Discovery questions encourage students to explore the music in a new light. Selections include: The Spanish Guitar * I'm a Fine Musician * Painting with Pastels * Hill and Gully Rider * Rain Dance * Silver Moon Boat * and more."", 'The husband and wife team Nancy and Randall Faber are internationally known as authors of the Piano Adventures teaching method and over two hundred publications for the piano. They recently founded the Faber Piano Institute in Ann Arbor, MI, where they live with their daughter Vivian. Nancy Faber, who was named ""Distinguished Composer of the Year"" by the Music Teachers National Association, enjoys a busy schedule of commissions for the concert stage in addition to her educational composing. Recent commissions include ""The Snow Queen"" for narrator and orchestra, ""The Picture My Imagination Has Painted"" for Flute Quartet and Piano, and ""Trio for Flute, Saxophone and Piano"". Her pieces have been heard on U.S. public radio and network television. She studied composition with Joan Tower, William Albright, and British composer Nicholas Maw; piano studies were at the Eastman School and Michigan State University. Randall Faber has toured Korea, Taiwan, Canada and the United Kingdom. He was master teacher for both the World Conference on Piano Pedagogy and the National Conference on Keyboard Pedagogy. He gave recitals in St. Louis, Ann Arbor, as Convention Artist for the North Dakota Music Teachers, and performed as Visiting Artist at the University of Michigan, University of Southern Mississippi, Saginaw State University, and numerous universities throughout South Korea. He was featured clinician for the Nebraska Music Teachers, the Florida Music Teachers and the Pennsylvania Music Teachers Convention, and recently presented his research at the 9th International Conference on Motivation in Lisbon, Portugal. Dr. Faber holds three degrees from the University of Michigan and a Ph.D. from Vanderbilt University. The Fabers advocate piano study not only for personal expression and performance success, but also as a vehicle for the student\'s creative and cognitive development.']","['Softcover', '32 pages', 'Size: 12"" x 9""', 'Composer: Randall Faber', 'ISBN: 1616770805']",Faber Piano Adventures,9522
B0000665V8,Celestron Sky Maps,Camera_and_Photo,"['Softcover 21 Pages The maps measure 13 x 11&quot; Printed upon heavyweight, moisture-resistant card stock Pages have a special comb binding Can lay flat or be folded over', '<i>Celestron Sky Maps</i> are the ideal teaching guide for learning the night sky. Even if you already know your way around the major constellations, these maps can help you locate all kinds of fascinating objects.', 'The front cover has a specially designed luminous planisphere that rotates to simulate the seasonal progression of celestial objects through the sky. When the planisphere is preexposed to light, star positions glow brightly against a dark background, mimicking actual constellations. More than 1,000 stars and deep-sky objects are listed and charted. The illustrated reference section provides basic information and the visual characteristics of various types of stars, nebulae, and galaxies.', 'The maps measure 13.75 by 11.5 inches and are printed on a heavyweight, moisture resistant card stock. The pages have a special comb binding so they can lay flat or be folded over.']","[""Ideal teaching tool for learning the night's sky"", 'Specially designed cover rotates to simulate the seasonal progression of celestial objects', 'Illustrated reference section provides basic information and the visual characteristics of various types of stars, nebulae and galaxies']",Celestron,2118
B0000665V8,Celestron Sky Maps,Camera_and_Photo,"['Softcover 21 Pages The maps measure 13 x 11&quot; Printed upon heavyweight, moisture-resistant card stock Pages have a special comb binding Can lay flat or be folded over', '<i>Celestron Sky Maps</i> are the ideal teaching guide for learning the night sky. Even if you already know your way around the major constellations, these maps can help you locate all kinds of fascinating objects.', 'The front cover has a specially designed luminous planisphere that rotates to simulate the seasonal progression of celestial objects through the sky. When the planisphere is preexposed to light, star positions glow brightly against a dark background, mimicking actual constellations. More than 1,000 stars and deep-sky objects are listed and charted. The illustrated reference section provides basic information and the visual characteristics of various types of stars, nebulae, and galaxies.', 'The maps measure 13.75 by 11.5 inches and are printed on a heavyweight, moisture resistant card stock. The pages have a special comb binding so they can lay flat or be folded over.']","[""Ideal teaching tool for learning the night's sky"", 'Specially designed cover rotates to simulate the seasonal progression of celestial objects', 'Illustrated reference section provides basic information and the visual characteristics of various types of stars, nebulae and galaxies']",Celestron,2118
B000EELCNG,Apple Creek Applecreek Dulcimer Music Book for The Beginner (ACB10),Musical_Instruments,"[""Dulcimer songbook with 10 of America's favorite folk songs, written especially for the Dulcimer! Anyone can play the dulcimer with this easy-to-use music book.""]","[""Features 19 of America's favorite folk songs"", 'Includes tuning, posture, and basic technique', 'For Dulcimers with a 6 1/2 fret']",Apple Creek,9816
B0019BC65Q,"National Geographic, February 1976: Long Article on Siberia (Volume 149, No. 2)","Books, Politics_and_Social_Sciences, Sociology, Medicine","[""CONTENTS:    ~ ~~ ~ \n<br> . . Siberia's Empire Road: The River Ob [Robert Paul Jordan photos Dean Conger]; \n<br> . . Handclasp in Space [Thomas Y. Canby]; \n<br> . . Adrift on a Raft of Sargassum [Robert F. Sisson]; \n<br> . . Minnesota, Where Water is the Magaic Word [David S. Boyer; photos David Brill]; \n<br> . . Thomas Jefferson: Architect of Freedom [Mike W. Edwards; photos Linda Bartlett]; \n<br> . . The Azores: 9 Islands in Search of a Future [Don Moser Photos O. Louis Mazzatenta]""]","['Single Issue Magazine', 'Publisher: National Geographic Society; Monthly edition (1976)']",National Geographic Society,1057
B0027PGL3Q, Alfred Suzuki Violin School Violin Part &amp; CD Volume 4,Musical_Instruments,"['Develop your full musical potential with the world-famous Suzuki method. The Suzuki Method of Talent Education is based on Dr. Shinichi Suzuki\'s view that every child is born with ability, and that a person is a product of his or her environment. According to Dr. Suzuki, a world-renowned violinist and teacher, the greatest joy an adult can know comes from developing a child\'s potential so he or she can fully express themselves. Students are taught to play music using the ""mother-tongue"" approach that emphasizes repetition and positive reinforcement. Contents of Violin School Volume 4 include: Lullaby (Tonalization) ( F. Schubert); Lullaby (Tonalization) (J. Brahms); Concerto No. 2 in G Major, Op. 13, 3rd Movement (F. Seitz); Concerto No. 5 in D Major, Op. 22, 1st Movement (F.Seitz); Concerto No. 5 in D Major, Op. 22, 3rd Movement (F. Seitz); Concerto in A Minor, 1st Movement, Op. 3, No. 6 (A. Vivaldi/T. Nachez); Concerto in A Minor, 3rd Movement, Op. 3, No. 6 (A. Vivaldi/T. Nachez); Perpetual Motion, ""Little Suite No. 6"" (K. Bohm); Concerto for Two Violins in D Minor, BWV 1043, 1st Movement, Violin II (J. S. Bach)']","['Contents of Violin School Volume 4 include:', 'Lullaby (F. Schubert)', 'Lullaby (J. Brahms)', 'Concerto No. 2 in G Major, Op. 13, 3rd Movement (F. Seitz)', 'Concerto No. 5 in D Major, Op. 22, 1st Movement (F.Seitz)']",Alfred,3148
B003JKG6BA,National Geographic Map - Great Peoples of the Past: The Mongols / Great Peoples of the Past: Mongol Khans and Their Legacy - December 1996 (MAP ONLY),"Books, Reference, Atlases_and_Maps, World","['vintage National Geographic Magazine. This is used and has a little wear on the spine, otherwise in great condition!! Map of Mongols included.<br><br><b>Exported By ExportYourStore</b>']",[],Unknown,820
B0047T9LGY,Understanding by Design - Expanded 2ND EDITION,"Books, Education_and_Teaching, Schools_and_Teaching, Curriculum_and_Lesson_Plans, Curricula","['Understanding by Design - Expanded 2ND EDITION by Grant Wiggins and Jay McTighe. Merrill Education/Prentice Hall,2006']",[],"Meril Educstion/Prentice Hsl,2006",636
B0049BQJCO,"Boaz, Aaron - Fiddle Steps: A Step by Step Guide to Bluegrass Improvisation Volume 1 with CD","Books, Arts_and_Photography, Music, Songbooks, Strings",[],"['AIR VENT CAR PHONE MOUNT - Easy single hand using. Put in and take out your device with one hand. It is the most handy and easy-using universal car phone holder on the market.', 'ESPECIAL LOCK MOUNTS car phone holder to air vent extra securely so that car mount will never fall out. 1-minute easy car holder installation.', '2857 UPDATED VERSION. The special locking clip that clings to the vent plate and the metal tightening thread and nut provide absolute fixation. Silicon finish surface of a car mount provides firm grip.', 'UNIVERSAL COMPATIBILITY. Mongoora car vent mount is compatible with any smartphone from 1.9 to 3.7 inches width  iPhone XS X 9 8 7 6 5 PLUS MAX, Samsung Galaxy S9 S8 S7 S6, LG, Lenovo and More.', '1199 DEGREE ROTATION: The fully 360-degree rotation of a Mongoora cell phone car mount provide you with the best viewing angle. Vent phone holder ensures safe driving whether you are talking, navigating, listening to music or charging. Car mount for women']",Mongoora,5191
B004IA41MQ,"Skin Trade (Anita Blake, Vampire Hunter) [Paperback]","Books, Sports_and_Outdoors, Extreme_Sports",[],[],,1218
B004V4IX6Y,Chasing Fireflies Publisher: Thomas Nelson,"Books, Literature_and_Fiction, Genre_Fiction, Religious_and_Inspirational, Mystery",[],[],Example Product Manufacturer,2111
B005LX2SHO,You Can Teach Yourself Pan Flute (Book and DVD),"Books, Arts_and_Photography, Music, Songbooks, Woodwinds, Flutes",['A very easy-to-understand pan flute method. By following this book the beginner can successfully play the pan flute in a very short time. This text has been carefully written to provide maximum enjoyment and fun! The companion DVD contains PDF files of th'],[],Mel Bay,1563
B0069HU7BU,Hal Leonard Rain: A Tribute to the Beatles on Broadway (Vocal Selections),"Books, Arts_and_Photography, Music, Songbooks, Vocal","['This show has traveled the country and has now landed on Broadway! Featuring the story and the music of the Beatles, it has been met with adoration by more than 1.5 million theatre-goers. Our folio features 36 songs from the show, including: Across the Universe All My Loving Come Together Eleanor Rigby Give Peace a Chance Hey Jude I Saw Her Standing There I Want to Hold Your Hand Revolution Sgt. Pepper s Lonely Hearts Club Band Twist and Shout We Can Work It Out With a Little Help from My Friends Yesterday and more.']","['.', '.', '.']",Hal Leonard,6702
B007ZJCYOY,"Sensational Solos! Popular Christmas, Flute","Books, Arts_and_Photography, Music, Songbooks, Woodwinds, Flutes","[""Sensational Solos!(tm) Popular Christmas Arranged by Brian Balmages & Ryan Fraley Play some of the greatest popular Christmas music of all time with incredible play-along tracks that include live musicians in a spectacular array of arrangements! Sensational Solos! (tm) Popular Christmas lets you play some of the greatest Christmas music of all time with incredible background tracks that will make you sound like a star. You will be accompanied by orchestras, rock bands, jazz combos, and more! The play-along CD includes a demo (with melody) and play-along track (background only) for each tune. Now you can listen to the professionals, then join them! Contents include: It's the Most Wonderful Time of the Year  The Little Drummer Boy  Rockin' Around the Christmas Tree  Ding Dong! Merrily on High  O Holy Night  Grandma Got Run Over By a Reindeer  A Holly Jolly Christmas  Hark! The Herald Angels Sing  I Saw Mommy Kissing Santa Claus  Angels We Have Heard on High  Rudolph the Red-Nosed Reindeer  Christmas Bells Are Ringing  Go, Tell It On the Mountain  Santa Claus is Comin to Town  What Child is This?  I Saw Three Ships""]","['Includes both Sacred and Secular Christmas Favorites', 'Comes with a Play-Along CD']",The FJH Music Company Inc,2149
B00917QZX4,Blocki Flute Method - Student Book 3 1st Ed.,"Books, Arts_and_Photography, Music, Theory_Composition_and_Performance, Techniques","[""It's finally here. Book 3 2nd ed. is an advanced method book designed to thoroughly prepare students for studying advanced literature. This fun and challenging book helps students master the extreme octaves in a systematic method. 1) By the end of the book, students will be able to play all major, natural and harmonic minor two octave scales and arpeggios in less than 8 minutes. 2) Each unit is packed with rhythmic exercises systematically presented to enable students to master new concepts. The 2nd ed. includes systematically learning advanced rhythms and includes quarter note triplets. Though this book contains several etudes in each unit, it serves as a bridge to using the standard etude books and solos. 3) Each unit contains an abundance of duets. Many of these duets are based on the original flute parts from famous orchestral scores including: Capriccio Espagnol's Fandango Asturaino, , Wm Tell Overture, Carmen's The Mountain Garden and Habenera, Pictures at an Exhibition: The Great Gate at Kiev, Brandenburg Concerto no. 4, and Sousa's Stars and Stripes. Other duets include the Mozart Flute Sonata no. 5, pieces from Kabalevsky's opus 24, Boccherini Minuet, La Gioconda, and the March from the Nutcracker. 4) An abundance of tone and technique practice throughout all octaves of the flute. This book is appropriate for advanced junior high and high school students and as a remedial book for college students. It also provides excellent and challenging sight-reading material for the advanced college flutist. Students will learn standard literature such as Stars and Stripes, The William Tell Overture, and etudes written in duet form.""]","['Five Key-Based Units', 'All in one book that includes scales, technique, tone, rhythm studies, etudes, solos...many quick are presented in duet form.', '115 Pages', 'Scale and arpeggio goal charts for each unit.']",Blocki Flute Method,4284
B00AEC5RNE,"Life of Fred Intermediate Series 3-Book Set : Kidneys, Liver, and Mineshaft","Books, Children's_Books, Education_and_Reference, Math, Arithmetic","['Life of Fred Intermediate series includes the following 3 books: Kidneys, Liver and Mineshaft.']",[],,154
B00CF3BR3E,Deadpool #8 &quot;Deadpool is Hired by a Demon to Reclaim Damned Souls&quot;,"Books, Comics_and_Graphic_Novels, Comic_Books","['Deadpool #8 ""Deadpool is Hired by a Demon to Reclaim Damned Souls""']",[],Marvel Comics,5575
B00CF4C46M,"Bastiens' Invitation to Music - 3 Book Set - Includes Piano Party Book A, Performance Party Book A, and Theory &amp; Ear Training Party Book A","Books, Arts_and_Photography, Music, Instruments, Piano",[],[],Bastien,1898
B00DS9SNH2,Panyard Jumbie Jam Island Fun #1 Song Book,Musical_Instruments,"[""Ya Mon' play some fun island tunes on the Jumbie Jam. You don't have to know how to read music; the notes are marked by the note letter which match the notes marked on the Jumbie Jam. (standard musical notation also included). <br><br>Each song has three parts; Melody, Harmony, Chord/Strum, supporting multiple Jumbies or other instruments performing together. Great for family music making. Play-Along-CD also included.<br> <br>For the beginner and intermediate Steel Pan Players of all ages. Designed to advance playing skills while having fun. <br><br>Song List:<br>Jamaica Farewell / Island in the Sun / Limbo Rock / <br>Coconut Woman / Margaritaville / Rum &amp; Coca Cola / <br>Marianne / The Lion Sleeps Tonight""]","['Jumbie Jam Island Fun #1 Song Book', 'The Jumbie Jam Island Fun#1 Song Book will have you playing the sound of the islands in little, to no time at all', 'A Play-Along-CD is included allowing you to jam with the band or hone your skills with the practice tracks', 'The book can be used to play other instruments too', 'Each song includes three parts; Melody, Harmony and Chord Strums; enabling your family and friends to jam as a band']",Panyard,6571
B00JKSUWBA,Twas the Night Before Christmas for Clarinet Quartet and Narrator by Clement Moore,"Books, Arts_and_Photography, Music, Instruments, Woodwinds, Clarinets",['Sheet music...5 performance scores...new condition.'],[],Clement Moore,2262
B00L6F7ZJM,Moto Perpetuo for 2 Trumpets and Piano by Niccolo Paganini,"Books, Arts_and_Photography, Music, Instruments, Brass, Trumpets_and_Cornets",['Sheet music...score &amp; parts.'],[],Niccolo Paganini,2234
B00OEJZSNW,"Ball Blue Book Guide To Preserving, 37Th Edition",Kitchen_and_Dining,"['The 37th edition of Ball Blue Book Guide to Preserving offers 200 pages that will guide you while you learn about preserving. This book provides information about equipment and step-by-step instructions for each preserving method. Also included are over 500 recipes for canning, pickling, dehydrating, freezing food, and much more!']","['Over 500 recipes in an easy-to-read format', 'Tested recipes from the Ball Fresh Preserving Kitchen and on-staff culinary chef', 'Guide to canning, freezing, drying, picking food and so much more!', '37th Edition (2014)']",Ball,9388
B00T5DYXHE,&quot;Promises From God for Women&quot; Cards - A Box of Blessings,Books,"[""Made for sharing with all of the women you appreciate having in your life, these are 51 - 2 sided, playing card size, inspirational messages in a box. Give all at once to draw from for a 'lift', or keep a box to tuck a blessing into a lunch bag, briefcase, travel bag, pocket or purse (etc.), or to pass around. Your small gift will be received with smiles and gratitude for your thoughtfulness."", 'They come packed in a sturdy, lidded box. The set has uniquely designed artwork and message theme for women.', '<ul><li>Box: 2 5/8 x 3 3/4 x 1 1/8 Inch</li><li>Cards: 2 1/4 x 3 3/8 Inch</li><li>51 - 2 Sided Cards</li><li>Sturdy Lidded Box</li><li>Give All At Once or Pass Around Single Cards</li><li>Scripture, Notable Quotes or Loving Sentiments On Each Side</li></ul>']",[],Christian Art Gifts,624
B018GJWEBO,Speedball 003069 The Speedball Textbook 24th Edition - Calligraphy Instruction Book - 120 Pages,Arts_Crafts_and_Sewing,"[""First published in 1915 by Ross F. George, The Speedball Textbook is the superlative resource for artists and letterers of all ages and skill levels. Representing a celebration of the 100th year anniversary of the first edition's debut, the 24th edition of The Speedball Textbook offers the vision of new co-editors Angela Vangalis and Randall Hasson. Containing enhanced content that will provide readers with instruction and inspiration for techniques and styles ranging from midieval to modern, this unrivaled instructional guide showcases the work of nearly 70 of the most well-known and well-respected modern-day scribes from around the world. (120 pages)""]","['THE BEST CALLIGRAPHY RESOURCE - For artists and letterers of all ages and skill levels', 'EDITED BY WELL-KNOWN CALLIGRAPHERS - Featuring the vision of new co-editors, Angela Vangalis and Randall Hasson', 'ENHANCED CONTENT - Provides readers with instruction and inspiration for techniques and styles ranging from medieval to modern scripts', 'INSPIRATIONAL - Showcases the work of nearly 70 of the most well-known and well-respected modern-day scribes from around the world', ""CELEBRATING 100 YEARS - Featuring 120 pages, the 24th edition of The Speedball Textbook represents a celebration of the 100th year anniversary of the first edition's debut.""]",Speedball,9964
B01BFZF4OA,&quot;Beautiful in its Time&quot; Printed PVC Cover Wirebound Journal / Notebook - Ecclesiastes 3:11,Books,"['Captivating botanic artwork highlighting text from Ecclesiastes 3:11 is printed on flexible and translucent pvc and bound with a 5/8 inch coil. Each notebook page carries Scripture from Psalm 118:29.', 'Our writing journals are perfect for gift-giving, with a presentation page in the front.', '5 1/2 x 8 1/2 Inch - 128 Lined Pages']",[],Christian Art Gifts,3368
